club_nom,pays,url,latitude,longitude
CTM TOLEDO,Espagne,https://www.google.com/maps/search/?api=1&query=%22CTM+TOLEDO%22+tenis+de+mesa+Espa%C3%B1a,39.552049,-4.327145
CTM VIGO,Espagne,https://www.google.com/maps/search/?api=1&query=%22CTM+VIGO%22+tenis+de+mesa+Espa%C3%B1a,42.166581,-8.621853
CTM. ILICITANO,Espagne,https://www.google.com/maps/search/?api=1&query=%22CTM.+ILICITANO%22+tenis+de+mesa+Espa%C3%B1a,38.291401,-0.625351
CTT ALTEA,Espagne,https://www.google.com/maps/search/?api=1&query=%22CTT+ALTEA%22+tenis+de+mesa+Espa%C3%B1a,38.602824,-0.047206
CTT BADALONA,Espagne,https://www.google.com/maps/search/?api=1&query=%22CTT+BADALONA%22+tenis+de+mesa+Espa%C3%B1a,41.463208,2.254426
CTT BARCELONA,Espagne,https://www.google.com/maps/search/?api=1&query=%22CTT+BARCELONA%22+tenis+de+mesa+Espa%C3%B1a,41.414216,2.023059
CTT BORGES,Espagne,https://www.google.com/maps/search/?api=1&query=%22CTT+BORGES%22+tenis+de+mesa+Espa%C3%B1a,41.520332,0.868410
CTT CALELLA,Espagne,https://www.google.com/maps/search/?api=1&query=%22CTT+CALELLA%22+tenis+de+mesa+Espa%C3%B1a,41.613746,2.663788
CTT POBLA DE VALLBONA,Espagne,https://www.google.com/maps/search/?api=1&query=%22CTT+POBLA+DE+VALLBONA%22+tenis+de+mesa+Espa%C3%B1a,39.603236,-0.563790
CTT PORTMANY,Espagne,https://www.google.com/maps/search/?api=1&query=%22CTT+PORTMANY%22+tenis+de+mesa+Espa%C3%B1a,38.983057,1.300949
CTT RIPOLLET,Espagne,https://www.google.com/maps/search/?api=1&query=%22CTT+RIPOLLET%22+tenis+de+mesa+Espa%C3%B1a,42.192973,2.246168
CTT SANT JORDI,Espagne,https://www.google.com/maps/search/?api=1&query=%22CTT+SANT+JORDI%22+tenis+de+mesa+Espa%C3%B1a,41.605835,0.638993
CTT SANTISIMO SALVADOR,Espagne,https://www.google.com/maps/search/?api=1&query=%22CTT+SANTISIMO+SALVADOR%22+tenis+de+mesa+Espa%C3%B1a,39.962910,-0.261539
CTT SENTMENAT,Espagne,https://www.google.com/maps/search/?api=1&query=%22CTT+SENTMENAT%22+tenis+de+mesa+Espa%C3%B1a,41.611869,2.141039
CTT XABIA,Espagne,https://www.google.com/maps/search/?api=1&query=%22CTT+XABIA%22+tenis+de+mesa+Espa%C3%B1a,38.789380,0.163417
DAMA DE ELCHE,Espagne,https://www.google.com/maps/search/?api=1&query=%22DAMA+DE+ELCHE%22+tenis+de+mesa+Espa%C3%B1a,38.263948,-0.695853
EIVISSA TT,Espagne,https://www.google.com/maps/search/?api=1&query=%22EIVISSA+TT%22+tenis+de+mesa+Espa%C3%B1a,38.910072,1.430454
ELIOCROCA,Espagne,https://www.google.com/maps/search/?api=1&query=%22ELIOCROCA%22+tenis+de+mesa+Espa%C3%B1a,40.379585,-3.706437
ELS AMICS TERRASA,Espagne,https://www.google.com/maps/search/?api=1&query=%22ELS+AMICS+TERRASA%22+tenis+de+mesa+Espa%C3%B1a,41.564725,2.012424
FALCONS SABADELL A.E.,Espagne,https://www.google.com/maps/search/?api=1&query=%22FALCONS+SABADELL+A.E.%22+tenis+de+mesa+Espa%C3%B1a,40.379585,-3.706437
FUENCARRAL - EL PARDO TM,Espagne,https://www.google.com/maps/search/?api=1&query=%22FUENCARRAL+-+EL+PARDO+TM%22+tenis+de+mesa+Espa%C3%B1a,40.502657,-3.710691
FUENLABRADA TEAM,Espagne,https://www.google.com/maps/search/?api=1&query=%22FUENLABRADA+TEAM%22+tenis+de+mesa+Espa%C3%B1a,40.282476,-3.792342
FUENTE DE CANTOS,Espagne,https://www.google.com/maps/search/?api=1&query=%22FUENTE+DE+CANTOS%22+tenis+de+mesa+Espa%C3%B1a,38.246138,-6.307427
GASTEIZ,Espagne,https://www.google.com/maps/search/?api=1&query=%22GASTEIZ%22+tenis+de+mesa+Espa%C3%B1a,42.850584,-2.661450
GUADARRAMA,Espagne,https://www.google.com/maps/search/?api=1&query=%22GUADARRAMA%22+tenis+de+mesa+Espa%C3%B1a,40.672435,-4.089038
GURE TALDE,Espagne,https://www.google.com/maps/search/?api=1&query=%22GURE+TALDE%22+tenis+de+mesa+Espa%C3%B1a,43.231411,-2.844051
ILLAS CIES TM,Espagne,https://www.google.com/maps/search/?api=1&query=%22ILLAS+CIES+TM%22+tenis+de+mesa+Espa%C3%B1a,42.218925,-8.905576
INCA,Espagne,https://www.google.com/maps/search/?api=1&query=%22INCA%22+tenis+de+mesa+Espa%C3%B1a,39.721145,2.911149
INDEPENDIENTE-AND,Espagne,https://www.google.com/maps/search/?api=1&query=%22INDEPENDIENTE-AND%22+tenis+de+mesa+Espa%C3%B1a,41.634485,-4.739018
INDEPENDIENTE-RFETM,Espagne,https://www.google.com/maps/search/?api=1&query=%22INDEPENDIENTE-RFETM%22+tenis+de+mesa+Espa%C3%B1a,37.287699,-7.146228
JEREZ,Espagne,https://www.google.com/maps/search/?api=1&query=%22JEREZ%22+tenis+de+mesa+Espa%C3%B1a,36.681694,-6.137740
JUVENTUD,Espagne,https://www.google.com/maps/search/?api=1&query=%22JUVENTUD%22+tenis+de+mesa+Espa%C3%B1a,42.341194,-3.722564
LEKA ENEA IRUN,Espagne,https://www.google.com/maps/search/?api=1&query=%22LEKA+ENEA+IRUN%22+tenis+de+mesa+Espa%C3%B1a,43.341191,-1.772099
LLUISOS DE GRACIA,Espagne,https://www.google.com/maps/search/?api=1&query=%22LLUISOS+DE+GRACIA%22+tenis+de+mesa+Espa%C3%B1a,41.407369,2.155317
LOS TRES BALCONES,Espagne,https://www.google.com/maps/search/?api=1&query=%22LOS+TRES+BALCONES%22+tenis+de+mesa+Espa%C3%B1a,36.419525,-5.155727
LUARCA TM,Espagne,https://www.google.com/maps/search/?api=1&query=%22LUARCA+TM%22+tenis+de+mesa+Espa%C3%B1a,43.537577,-6.536670
L´ESCALA,Espagne,https://www.google.com/maps/search/?api=1&query=%22L%C2%B4ESCALA%22+tenis+de+mesa+Espa%C3%B1a,42.113535,3.138742
L´HOSPITALET,Espagne,https://www.google.com/maps/search/?api=1&query=%22L%C2%B4HOSPITALET%22+tenis+de+mesa+Espa%C3%B1a,41.359512,2.099632
MADRID CTM,Espagne,https://www.google.com/maps/search/?api=1&query=%22MADRID+CTM%22+tenis+de+mesa+Espa%C3%B1a,40.365875,-3.654978
MANZANARES,Espagne,https://www.google.com/maps/search/?api=1&query=%22MANZANARES%22+tenis+de+mesa+Espa%C3%B1a,38.996224,-3.372214
MASQUEFA TTC,Espagne,https://www.google.com/maps/search/?api=1&query=%22MASQUEFA+TTC%22+tenis+de+mesa+Espa%C3%B1a,41.502635,1.811072
MONTE PORREIRO,Espagne,https://www.google.com/maps/search/?api=1&query=%22MONTE+PORREIRO%22+tenis+de+mesa+Espa%C3%B1a,42.446265,-8.624308
NATACIO MATARO,Espagne,https://www.google.com/maps/search/?api=1&query=%22NATACIO+MATARO%22+tenis+de+mesa+Espa%C3%B1a,41.539835,2.444893
NOVACARTAMA TM,Espagne,https://www.google.com/maps/search/?api=1&query=%22NOVACARTAMA+TM%22+tenis+de+mesa+Espa%C3%B1a,36.710072,-4.631539
OBERENA,Espagne,https://www.google.com/maps/search/?api=1&query=%22OBERENA%22+tenis+de+mesa+Espa%C3%B1a,42.804392,-1.637328
OLOT,Espagne,https://www.google.com/maps/search/?api=1&query=%22OLOT%22+tenis+de+mesa+Espa%C3%B1a,42.182218,2.489021
OVIEDO-MADRID,Espagne,https://www.google.com/maps/search/?api=1&query=%22OVIEDO-MADRID%22+tenis+de+mesa+Espa%C3%B1a,40.446729,-3.671876
PALMA TT,Espagne,https://www.google.com/maps/search/?api=1&query=%22PALMA+TT%22+tenis+de+mesa+Espa%C3%B1a,39.569582,2.650075
PORTUENSE,Espagne,https://www.google.com/maps/search/?api=1&query=%22PORTUENSE%22+tenis+de+mesa+Espa%C3%B1a,40.379585,-3.706437
PRIEGO MUJER Y PROGRESO TM,Espagne,https://www.google.com/maps/search/?api=1&query=%22PRIEGO+MUJER+Y+PROGRESO+TM%22+tenis+de+mesa+Espa%C3%B1a,38.097501,-1.799221
PUBLIMAX C.D. SANTIAGO T.M.,Espagne,https://www.google.com/maps/search/?api=1&query=%22PUBLIMAX+C.D.+SANTIAGO+T.M.%22+tenis+de+mesa+Espa%C3%B1a,40.379585,-3.706437
REAL CLUB PRIEGO TM,Espagne,https://www.google.com/maps/search/?api=1&query=%22REAL+CLUB+PRIEGO+TM%22+tenis+de+mesa+Espa%C3%B1a,37.436931,-4.222775
REAL CTM LINARES,Espagne,https://www.google.com/maps/search/?api=1&query=%22REAL+CTM+LINARES%22+tenis+de+mesa+Espa%C3%B1a,38.087695,-3.640179
SALLENT,Espagne,https://www.google.com/maps/search/?api=1&query=%22SALLENT%22+tenis+de+mesa+Espa%C3%B1a,41.839040,1.908161
SAN JOSE,Espagne,https://www.google.com/maps/search/?api=1&query=%22SAN+JOSE%22+tenis+de+mesa+Espa%C3%B1a,38.922063,1.293994
SAN SEBASTIAN REYES,Espagne,https://www.google.com/maps/search/?api=1&query=%22SAN+SEBASTIAN+REYES%22+tenis+de+mesa+Espa%C3%B1a,43.315557,-1.980738
SANT CUGAT,Espagne,https://www.google.com/maps/search/?api=1&query=%22SANT+CUGAT%22+tenis+de+mesa+Espa%C3%B1a,41.470793,2.084881
SANTA EULARIA,Espagne,https://www.google.com/maps/search/?api=1&query=%22SANTA+EULARIA%22+tenis+de+mesa+Espa%C3%B1a,42.709584,0.902078
SON CLADERA TTC,Espagne,https://www.google.com/maps/search/?api=1&query=%22SON+CLADERA+TTC%22+tenis+de+mesa+Espa%C3%B1a,39.564420,2.625461
TABOR,Espagne,https://www.google.com/maps/search/?api=1&query=%22TABOR%22+tenis+de+mesa+Espa%C3%B1a,43.075508,-3.070743
TALAVERA,Espagne,https://www.google.com/maps/search/?api=1&query=%22TALAVERA%22+tenis+de+mesa+Espa%C3%B1a,41.581798,1.338260
TEMESPIN,Espagne,https://www.google.com/maps/search/?api=1&query=%22TEMESPIN%22+tenis+de+mesa+Espa%C3%B1a,40.379585,-3.706437
TM PONTEVEDRA,Espagne,https://www.google.com/maps/search/?api=1&query=%22TM+PONTEVEDRA%22+tenis+de+mesa+Espa%C3%B1a,42.166581,-8.621853
TM ROQUETAS,Espagne,https://www.google.com/maps/search/?api=1&query=%22TM+ROQUETAS%22+tenis+de+mesa+Espa%C3%B1a,40.820366,0.503430
TRAMUNTANA,Espagne,https://www.google.com/maps/search/?api=1&query=%22TRAMUNTANA%22+tenis+de+mesa+Espa%C3%B1a,39.598129,2.338106
TT GANXETS,Espagne,https://www.google.com/maps/search/?api=1&query=%22TT+GANXETS%22+tenis+de+mesa+Espa%C3%B1a,41.157875,1.118246
