id,type,latitude,longitude,name,type_lieu,nombre_tables,source_count,fiabilite_count,country,city,indoor,access,website,lien_google_maps,lien_openstreetmap
321451511,way,47.46557546666667,9.378308766666667,,table_publique_parc,3,cluster_geographique,probable,,,,,,"https://www.google.com/maps/search/?api=1&query=47.46557546666667,9.378308766666667",https://www.openstreetmap.org/way/321451511
325939481,way,47.2303945,8.3879119,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.2303945,8.3879119",https://www.openstreetmap.org/way/325939481
335602499,way,47.497406,9.4478187,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.497406,9.4478187",https://www.openstreetmap.org/way/335602499
369186019,way,47.5118329,8.6943371,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.5118329,8.6943371",https://www.openstreetmap.org/way/369186019
378463201,way,47.47631235,8.30197475,,table_publique_parc,2,cluster_geographique,probable,,,,yes,,"https://www.google.com/maps/search/?api=1&query=47.47631235,8.30197475",https://www.openstreetmap.org/way/378463201
386347805,way,47.3137384,8.720919,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.3137384,8.720919",https://www.openstreetmap.org/way/386347805
397790957,way,47.520861,8.7641646,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.520861,8.7641646",https://www.openstreetmap.org/way/397790957
419356299,way,47.4451471,8.8219166,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.4451471,8.8219166",https://www.openstreetmap.org/way/419356299
419356301,way,47.4427514,8.8193446,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.4427514,8.8193446",https://www.openstreetmap.org/way/419356301
437723268,way,47.396851999999996,9.759605950000001,,autre,2,cluster_geographique,probable,,,,customers,,"https://www.google.com/maps/search/?api=1&query=47.396851999999996,9.759605950000001",https://www.openstreetmap.org/way/437723268
455163924,way,47.5151163,8.685141,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.5151163,8.685141",https://www.openstreetmap.org/way/455163924
460409033,way,46.6329289,9.4421168,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=46.6329289,9.4421168",https://www.openstreetmap.org/way/460409033
460755630,way,47.4954765,8.2232942,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.4954765,8.2232942",https://www.openstreetmap.org/way/460755630
492404222,way,47.511135,8.6915014,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.511135,8.6915014",https://www.openstreetmap.org/way/492404222
510839846,way,47.5138879,8.6836283,,autre,1,estime_1,incertain,,,,private,,"https://www.google.com/maps/search/?api=1&query=47.5138879,8.6836283",https://www.openstreetmap.org/way/510839846
529215126,way,47.3176568,8.5142364,,table_publique_parc,1,estime_1,incertain,,,,permissive,,"https://www.google.com/maps/search/?api=1&query=47.3176568,8.5142364",https://www.openstreetmap.org/way/529215126
529218883,way,47.3182459,8.5262139,,autre,1,estime_1,incertain,,,,private,,"https://www.google.com/maps/search/?api=1&query=47.3182459,8.5262139",https://www.openstreetmap.org/way/529218883
529218884,way,47.324375,8.517319,,table_publique_parc,1,estime_1,incertain,,,,permissive,,"https://www.google.com/maps/search/?api=1&query=47.324375,8.517319",https://www.openstreetmap.org/way/529218884
550441411,way,47.3620621,8.7264448,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.3620621,8.7264448",https://www.openstreetmap.org/way/550441411
551442555,way,47.5156714,8.7184016,Hainbuchenweg,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.5156714,8.7184016",https://www.openstreetmap.org/way/551442555
572759678,way,47.308748,8.7565942,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.308748,8.7565942",https://www.openstreetmap.org/way/572759678
587745931,way,47.6923819,9.1924722,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.6923819,9.1924722",https://www.openstreetmap.org/way/587745931
607983622,way,47.359693,8.7109384,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.359693,8.7109384",https://www.openstreetmap.org/way/607983622
631635605,way,47.5629394,9.830249349999999,,table_publique_parc,2,cluster_geographique,probable,,,,,,"https://www.google.com/maps/search/?api=1&query=47.5629394,9.830249349999999",https://www.openstreetmap.org/way/631635605
641346757,way,47.5266271,8.7778614,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.5266271,8.7778614",https://www.openstreetmap.org/way/641346757
665242049,way,47.5997737,9.3152556,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.5997737,9.3152556",https://www.openstreetmap.org/way/665242049
677925745,way,47.0921097,9.5248349,,table_publique_parc,1,estime_1,incertain,,,,yes,,"https://www.google.com/maps/search/?api=1&query=47.0921097,9.5248349",https://www.openstreetmap.org/way/677925745
681433731,way,47.2728269,8.6637298,,autre,1,estime_1,incertain,,,,private,,"https://www.google.com/maps/search/?api=1&query=47.2728269,8.6637298",https://www.openstreetmap.org/way/681433731
693896885,way,47.506292,8.377971,,autre,1,estime_1,incertain,,,,private,,"https://www.google.com/maps/search/?api=1&query=47.506292,8.377971",https://www.openstreetmap.org/way/693896885
693912972,way,47.5084964,8.3734098,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.5084964,8.3734098",https://www.openstreetmap.org/way/693912972
694030070,way,47.5087214,8.3775329,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.5087214,8.3775329",https://www.openstreetmap.org/way/694030070
695783122,way,47.4835351,8.4572641,,table_publique_parc,1,estime_1,incertain,,,,,,"https://www.google.com/maps/search/?api=1&query=47.4835351,8.4572641",https://www.openstreetmap.org/way/695783122
