type,id,handle,url,title,meta_description,og_image,description_html,description_text,vendor,product_type,tags,price_min,price_max,compare_at_price_min,compare_at_price_max,currency,available,nb_variants,nb_colors,nb_sizes,nb_images,main_image_url,image_urls,colors,sizes,variants_json,published_at,updated_at,created_at,scraped_at
product,1980884942941,ping-pang-paddle-t-shirt,https://pingpang.paris/products/ping-pang-paddle-t-shirt,T-shirt IDENTITÉ | Raquette broderie,«IDENTITE » : Tee-shirt 100 % Coton Organique. Pour un avenir durable et élégant. Fit classique Broderie Raquette au niveau du coeur Broderie P3 ton sur ton sous encolure dos Fabriqué au Portugal (avec amour) Certifié GOTS !,http://pingpang.paris/cdn/shop/products/IMG_8284_ecfb562d-e8be-4048-a9c4-0c5caa0042db_800x.jpg?v=1605806804,"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">«IDENTITE » : </b></p>
<p data-mce-fragment=""1""><i data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"">Tee-shirt 100 % Coton Organique. Pour un avenir durable et élégant.</span></i></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"">Cette pièce a été inspirée et soigneusement créée dans le but de vous proposer une expérience à la hauteur du club. <br><br></span>. Fit classique <meta charset=""utf-8""><span data-mce-fragment=""1"">(the model wears S and she is 1.78m)</span><br>. Broderie ""raquette"" au niveau du coeur <br>. Broderie P3 ton sur ton sous encolure dos<br>. Fabriqué au Portugal (avec amour)<br>. Certifié GOTS<br><br><meta charset=""utf-8""><strong data-mce-fragment=""1"">Nos modèles sont unisexes :</strong><br data-mce-fragment=""1""><em data-mce-fragment=""1""><span style=""text-decoration: underline;"">Pour les filles</span><span data-mce-fragment=""1""> </span>: prendre la taille en dessous de votre taille habituelle ou préférez un style oversize en gardant la même.<span data-mce-fragment=""1""> </span><br data-mce-fragment=""1""><span style=""text-decoration: underline;"">Pour les garçons</span> : prendre la taille habituelle. </em><br></p>","«IDENTITE » : Tee-shirt 100 % Coton Organique. Pour un avenir durable et élégant. Cette pièce a été inspirée et soigneusement créée dans le but de vous proposer une expérience à la hauteur du club. . Fit classique (the model wears S and she is 1.78m) . Broderie ""raquette"" au niveau du coeur . Broderie P3 ton sur ton sous encolure dos . Fabriqué au Portugal (avec amour) . Certifié GOTS Nos modèles sont unisexes : Pour les filles : prendre la taille en dessous de votre taille habituelle ou préférez un style oversize en gardant la même. Pour les garçons : prendre la taille habituelle.",pingpang.paris,T-shirt,raquette,55.0,55.0,,,EUR,true,12,2,6,4,https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_8284_ecfb562d-e8be-4048-a9c4-0c5caa0042db.jpg?v=1605806804,https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_8284_ecfb562d-e8be-4048-a9c4-0c5caa0042db.jpg?v=1605806804 | https://cdn.shopify.com/s/files/1/0045/5291/7085/products/Identite_Creme_Packshot_PPP4.jpg?v=1605806804 | https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7801_61f69050-7af2-47cf-97f2-a1f79e5080b8.jpg?v=1605806804 | https://cdn.shopify.com/s/files/1/0045/5291/7085/products/Identite_Noir_Packshot_PPP3.jpg?v=1605806804,NOIR | BLANC CREME,XS | S | M | L | XL | XXL,"[{""id"": 47391972032845, ""sku"": """", ""title"": ""NOIR / XS"", ""price"": 55.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""NOIR"", ""option2"": ""XS"", ""option3"": null, ""weight"": 170.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/Identite_Noir_Packshot_PPP3.jpg?v=1605806804""}, {""id"": 36642084290720, ""sku"": ""TS-COEUR-001-1"", ""title"": ""NOIR / S"", ""price"": 55.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""NOIR"", ""option2"": ""S"", ""option3"": null, ""weight"": 170.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7801_61f69050-7af2-47cf-97f2-a1f79e5080b8.jpg?v=1605806804""}, {""id"": 36642084421792, ""sku"": ""TS-COEUR-001-2"", ""title"": ""NOIR / M"", ""price"": 55.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""NOIR"", ""option2"": ""M"", ""option3"": null, ""weight"": 184.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7801_61f69050-7af2-47cf-97f2-a1f79e5080b8.jpg?v=1605806804""}, {""id"": 36642084585632, ""sku"": ""TS-COEUR-001-3"", ""title"": ""NOIR / L"", ""price"": 55.0, ""compare_at_price"": null, ""available"": false, ""option1"": ""NOIR"", ""option2"": ""L"", ""option3"": null, ""weight"": 205.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7801_61f69050-7af2-47cf-97f2-a1f79e5080b8.jpg?v=1605806804""}, {""id"": 36642084716704, ""sku"": ""TS-COEUR-001-4"", ""title"": ""NOIR / XL"", ""price"": 55.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""NOIR"", ""option2"": ""XL"", ""option3"": null, ""weight"": 205.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7801_61f69050-7af2-47cf-97f2-a1f79e5080b8.jpg?v=1605806804""}, {""id"": 47391972065613, ""sku"": """", ""title"": ""NOIR / XXL"", ""price"": 55.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""NOIR"", ""option2"": ""XXL"", ""option3"": null, ""weight"": 170.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/Identite_Noir_Packshot_PPP3.jpg?v=1605806804""}, {""id"": 47391972098381, ""sku"": """", ""title"": ""BLANC CREME / XS"", ""price"": 55.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""BLANC CREME"", ""option2"": ""XS"", ""option3"": null, ""weight"": 170.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/Identite_Creme_Packshot_PPP4.jpg?v=1605806804""}, {""id"": 36642084323488, ""sku"": ""TS-COEUR-001-5"", ""title"": ""BLANC CREME / S"", ""price"": 55.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""BLANC CREME"", ""option2"": ""S"", ""option3"": null, ""weight"": 170.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_8284_ecfb562d-e8be-4048-a9c4-0c5caa0042db.jpg?v=1605806804""}, {""id"": 36642084487328, ""sku"": ""TS-COEUR-001-6"", ""title"": ""BLANC CREME / M"", ""price"": 55.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""BLANC CREME"", ""option2"": ""M"", ""option3"": null, ""weight"": 184.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_8284_ecfb562d-e8be-4048-a9c4-0c5caa0042db.jpg?v=1605806804""}, {""id"": 36642084618400, ""sku"": ""TS-COEUR-001-7"", ""title"": ""BLANC CREME / L"", ""price"": 55.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""BLANC CREME"", ""option2"": ""L"", ""option3"": null, ""weight"": 205.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_8284_ecfb562d-e8be-4048-a9c4-0c5caa0042db.jpg?v=1605806804""}, {""id"": 36642084749472, ""sku"": ""TS-COEUR-001-8"", ""title"": ""BLANC CREME / XL"", ""price"": 55.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""BLANC CREME"", ""option2"": ""XL"", ""option3"": null, ""weight"": 205.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_8284_ecfb562d-e8be-4048-a9c4-0c5caa0042db.jpg?v=1605806804""}, {""id"": 47391972131149, ""sku"": """", ""title"": ""BLANC CREME / XXL"", ""price"": 55.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""BLANC CREME"", ""option2"": ""XXL"", ""option3"": null, ""weight"": 170.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/Identite_Creme_Packshot_PPP4.jpg?v=1605806804""}]",2023-10-05T08:53:39+02:00,2026-05-17T17:37:22+02:00,2019-02-08T12:02:27+01:00,2026-05-17T17:37:23
product,5549183926432,t-shirt-ping-pang-paris-raquette-brode-sur-le-coeur,https://pingpang.paris/products/t-shirt-ping-pang-paris-raquette-brode-sur-le-coeur,T-shirt I JUSTESSE,« JUSTESSE » T-shirt 100 % Coton Organique. Pour un avenir durable et élégant. Fit classique Broderie ‘ping pang paris’ au niveau du torse Broderie P3 ton sur ton sous encolure dos Fabriqué au Portugal (avec amour) Certifié GOTS,http://pingpang.paris/cdn/shop/products/IMG_7692_9e586d05-795a-47bb-9d9e-ba1dde29e4b4_800x.jpg?v=1734626223,"<!-- Inspiration -->
<p data-mce-fragment=""1"">This is the test inspiration, you can edit it in the product detail description</p>
<!-- split -->
<p> </p>
<!-- Detail  -->
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">« JUSTESSE » </b><br></p>
<p data-mce-fragment=""1""><i data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"">T-shirt 100 % Coton Organique, <meta charset=""utf-8""> <strong data-mce-fragment=""1"">Doux<span data-mce-fragment=""1""> </span></strong>et<strong data-mce-fragment=""1""><span data-mce-fragment=""1""> </span>Résistant.</strong><br>Pour un avenir durable et élégant.</span></i></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"">Cette pièce a été inspirée et soigneusement créée dans le but de vous proposer une expérience à la hauteur du club. <br><br></span>. Fit classique <meta charset=""utf-8""><span data-mce-fragment=""1"">(the model wears M and he is 1.81m)</span><br>. Broderie ‘ping pang paris’ au niveau du torse<br>. Broderie P3 ton sur ton sous encolure dos<br>. Fabriqué au Portugal (avec amour)<br>. Certifié GOTS</p>
<p data-mce-fragment=""1""><em><meta charset=""utf-8""> <strong data-mce-fragment=""1"">Nos modèles sont unisexes :</strong><br data-mce-fragment=""1""><span style=""text-decoration: underline;"">Pour les filles</span><span data-mce-fragment=""1""> </span>: prendre la taille en dessous de votre taille habituelle ou préférez un style oversize en gardant la même.<span data-mce-fragment=""1""> </span><br data-mce-fragment=""1""><span style=""text-decoration: underline;"">Pour les garçons</span> : prendre la taille habituelle. </em><br></p>
<!-- split -->
<p> </p>
<!-- Quote 1 -->
<p data-mce-fragment=""1""><br></p>
<!-- split -->
<p> </p>
<!-- Title 1 -->
<p data-mce-fragment=""1"">Story behind the collection</p>","This is the test inspiration, you can edit it in the product detail description « JUSTESSE » T-shirt 100 % Coton Organique, Doux et Résistant. Pour un avenir durable et élégant. Cette pièce a été inspirée et soigneusement créée dans le but de vous proposer une expérience à la hauteur du club. . Fit classique (the model wears M and he is 1.81m) . Broderie ‘ping pang paris’ au niveau du torse . Broderie P3 ton sur ton sous encolure dos . Fabriqué au Portugal (avec amour) . Certifié GOTS Nos modèles sont unisexes : Pour les filles : prendre la taille en dessous de votre taille habituelle ou préférez un style oversize en gardant la même. Pour les garçons : prendre la taille habituelle. Story behind the collection",Ping Pang Paris,T-shirt,coeur | Le Club Collection | preview | raquette,50.0,50.0,,,EUR,true,12,2,6,7,https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7692_9e586d05-795a-47bb-9d9e-ba1dde29e4b4.jpg?v=1734626223,https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7692_9e586d05-795a-47bb-9d9e-ba1dde29e4b4.jpg?v=1734626223 | https://cdn.shopify.com/s/files/1/0045/5291/7085/products/Justesse_Noir_Packshot_PPP3.jpg?v=1734626223 | https://cdn.shopify.com/s/files/1/0045/5291/7085/products/Justesse_Creme_Packshot_PPP4.jpg?v=1720621624 | https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_8357.jpg?v=1720621624 | https://cdn.shopify.com/s/files/1/0045/5291/7085/files/IMG_9661.jpg?v=1649511372 | https://cdn.shopify.com/s/files/1/0045/5291/7085/files/Frame_1171276012.png?v=1710294996 | https://cdn.shopify.com/s/files/1/0045/5291/7085/files/IMG_8795-2_ba78b9e9-4699-482a-9fb5-b354f167cf85.jpg?v=1649511280,NOIR | BLANC CREME,XS | S | M | L | XL | XXL,"[{""id"": 47559672168781, ""sku"": """", ""title"": ""NOIR / XS"", ""price"": 50.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""NOIR"", ""option2"": ""XS"", ""option3"": null, ""weight"": 173.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/Justesse_Noir_Packshot_PPP3.jpg?v=1734626223""}, {""id"": 35886782087328, ""sku"": ""TS-PEC-001-1"", ""title"": ""NOIR / S"", ""price"": 50.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""NOIR"", ""option2"": ""S"", ""option3"": null, ""weight"": 173.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_8357.jpg?v=1720621624""}, {""id"": 35886782251168, ""sku"": ""TS-PEC-001-2"", ""title"": ""NOIR / M"", ""price"": 50.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""NOIR"", ""option2"": ""M"", ""option3"": null, ""weight"": 197.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_8357.jpg?v=1720621624""}, {""id"": 35886782382240, ""sku"": ""TS-PEC-001-3"", ""title"": ""NOIR / L"", ""price"": 50.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""NOIR"", ""option2"": ""L"", ""option3"": null, ""weight"": 205.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_8357.jpg?v=1720621624""}, {""id"": 35886782513312, ""sku"": ""TS-PEC-001-4"", ""title"": ""NOIR / XL"", ""price"": 50.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""NOIR"", ""option2"": ""XL"", ""option3"": null, ""weight"": 217.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_8357.jpg?v=1720621624""}, {""id"": 47559672201549, ""sku"": """", ""title"": ""NOIR / XXL"", ""price"": 50.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""NOIR"", ""option2"": ""XXL"", ""option3"": null, ""weight"": 173.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/Justesse_Noir_Packshot_PPP3.jpg?v=1734626223""}, {""id"": 47559672234317, ""sku"": """", ""title"": ""BLANC CREME / XS"", ""price"": 50.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""BLANC CREME"", ""option2"": ""XS"", ""option3"": null, ""weight"": 173.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7692_9e586d05-795a-47bb-9d9e-ba1dde29e4b4.jpg?v=1734626223""}, {""id"": 35886782152864, ""sku"": ""TS-PEC-001-5"", ""title"": ""BLANC CREME / S"", ""price"": 50.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""BLANC CREME"", ""option2"": ""S"", ""option3"": null, ""weight"": 173.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7692_9e586d05-795a-47bb-9d9e-ba1dde29e4b4.jpg?v=1734626223""}, {""id"": 35886782283936, ""sku"": ""TS-PEC-001-6"", ""title"": ""BLANC CREME / M"", ""price"": 50.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""BLANC CREME"", ""option2"": ""M"", ""option3"": null, ""weight"": 197.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7692_9e586d05-795a-47bb-9d9e-ba1dde29e4b4.jpg?v=1734626223""}, {""id"": 35886782415008, ""sku"": ""TS-PEC-001-7"", ""title"": ""BLANC CREME / L"", ""price"": 50.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""BLANC CREME"", ""option2"": ""L"", ""option3"": null, ""weight"": 205.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7692_9e586d05-795a-47bb-9d9e-ba1dde29e4b4.jpg?v=1734626223""}, {""id"": 35886782546080, ""sku"": ""TS-PEC-001-8"", ""title"": ""BLANC CREME / XL"", ""price"": 50.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""BLANC CREME"", ""option2"": ""XL"", ""option3"": null, ""weight"": 217.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7692_9e586d05-795a-47bb-9d9e-ba1dde29e4b4.jpg?v=1734626223""}, {""id"": 47559672267085, ""sku"": """", ""title"": ""BLANC CREME / XXL"", ""price"": 50.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""BLANC CREME"", ""option2"": ""XXL"", ""option3"": null, ""weight"": 173.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7692_9e586d05-795a-47bb-9d9e-ba1dde29e4b4.jpg?v=1734626223""}]",2021-12-12T03:16:08+01:00,2026-05-17T17:37:22+02:00,2020-08-26T11:20:41+02:00,2026-05-17T17:37:24
product,5753306054816,hoodie-ping-pang-paris-ping-pang-paris-brode-poitrine,https://pingpang.paris/products/hoodie-ping-pang-paris-ping-pang-paris-brode-poitrine,Hoodie | AUDACE,« AUDACE » SWEAT à capuche 100 % Coton Organique. Pour un avenir durable et élégant. Fit classique Broderie ‘ping pang paris’ au niveau du torse Broderie P3 ton sur ton sous encolure dos Fabriqué au Portugal (avec amour) Certifié GOTS !,http://pingpang.paris/cdn/shop/products/IMG_7706_800x.jpg?v=1605276900,"<p><b>« AUDACE » </b></p>
<p><i><span style=""font-weight: 400;"">SWEAT à capuche 100 % Coton Organique. Pour un avenir durable et élégant.</span></i></p>
<p>Cette pièce à été inspirée et soigneusement créée dans le but de vous proposer une expérience à la hauteur du club.</p>
<p>. Fit classique <meta charset=""utf-8""><span data-mce-fragment=""1"">(the model wears M and he is 1.81m)</span><br>. Broderie ‘ping pang paris’ au niveau du torse<br>. Broderie P3 ton sur ton sous encolure dos<br>. Fabriqué au Portugal (avec amour)<br>. Certifié GOTS<br></p>
<p><strong>Nos modèles sont unisexes :</strong><br><em><span style=""text-decoration: underline;"">Pour les filles</span> : prendre la taille en dessous de votre taille habituelle ou préférez un style oversize en gardant la même. <br><span style=""text-decoration: underline;"">Pour les garçons</span> : prendre la taille habituelle. </em><br></p>",« AUDACE » SWEAT à capuche 100 % Coton Organique. Pour un avenir durable et élégant. Cette pièce à été inspirée et soigneusement créée dans le but de vous proposer une expérience à la hauteur du club. . Fit classique (the model wears M and he is 1.81m) . Broderie ‘ping pang paris’ au niveau du torse . Broderie P3 ton sur ton sous encolure dos . Fabriqué au Portugal (avec amour) . Certifié GOTS Nos modèles sont unisexes : Pour les filles : prendre la taille en dessous de votre taille habituelle ou préférez un style oversize en gardant la même. Pour les garçons : prendre la taille habituelle.,Ping Pang Paris,Hoodie,broderie | Hoodie | Le Club Collection,90.0,90.0,,,EUR,true,6,1,6,4,https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7706.jpg?v=1605276900,https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7706.jpg?v=1605276900 | https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7722.jpg?v=1605276900 | https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_8199.jpg?v=1605276900 | https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_8407.jpg?v=1605276900,NOIR,XS | S | M | L | XL | XXL,"[{""id"": 47391987466573, ""sku"": """", ""title"": ""NOIR / XS"", ""price"": 90.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""NOIR"", ""option2"": ""XS"", ""option3"": null, ""weight"": 630.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_8407.jpg?v=1605276900""}, {""id"": 36674186412192, ""sku"": ""SH-PEC-001-1"", ""title"": ""NOIR / S"", ""price"": 90.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""NOIR"", ""option2"": ""S"", ""option3"": null, ""weight"": 676.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7706.jpg?v=1605276900""}, {""id"": 36674186444960, ""sku"": ""SH-PEC-001-2"", ""title"": ""NOIR / M"", ""price"": 90.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""NOIR"", ""option2"": ""M"", ""option3"": null, ""weight"": 713.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7706.jpg?v=1605276900""}, {""id"": 36674186477728, ""sku"": ""SH-PEC-001-3"", ""title"": ""NOIR / L"", ""price"": 90.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""NOIR"", ""option2"": ""L"", ""option3"": null, ""weight"": 755.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7706.jpg?v=1605276900""}, {""id"": 36674186510496, ""sku"": ""SH-PEC-001-4"", ""title"": ""NOIR / XL"", ""price"": 90.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""NOIR"", ""option2"": ""XL"", ""option3"": null, ""weight"": 818.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7706.jpg?v=1605276900""}, {""id"": 47391987499341, ""sku"": """", ""title"": ""NOIR / XXL"", ""price"": 90.0, ""compare_at_price"": null, ""available"": true, ""option1"": ""NOIR"", ""option2"": ""XXL"", ""option3"": null, ""weight"": 870.0, ""requires_shipping"": true, ""featured_image"": ""https://cdn.shopify.com/s/files/1/0045/5291/7085/products/IMG_7722.jpg?v=1605276900""}]",2023-08-10T12:37:39+02:00,2026-05-17T17:37:22+02:00,2020-10-10T17:56:47+02:00,2026-05-17T17:37:25
