club_nom,pays,url
CRD ARRUDENSE,Portugal,https://www.google.com/maps/search/?api=1&query=%22CRD+ARRUDENSE%22+t%C3%A9nis+de+mesa+Portugal
CS Marítimo,Portugal,https://www.google.com/maps/search/?api=1&query=%22CS+Mar%C3%ADtimo%22+t%C3%A9nis+de+mesa+Portugal
CSC DE ORGENS,Portugal,https://www.google.com/maps/search/?api=1&query=%22CSC+DE+ORGENS%22+t%C3%A9nis+de+mesa+Portugal
CTM DE LAGOS,Portugal,https://www.google.com/maps/search/?api=1&query=%22CTM+DE+LAGOS%22+t%C3%A9nis+de+mesa+Portugal
CTM DE LOUSADA,Portugal,https://www.google.com/maps/search/?api=1&query=%22CTM+DE+LOUSADA%22+t%C3%A9nis+de+mesa+Portugal
CTM DE SETÚBAL,Portugal,https://www.google.com/maps/search/?api=1&query=%22CTM+DE+SET%C3%9ABAL%22+t%C3%A9nis+de+mesa+Portugal
CTM MIRANDELA,Portugal,https://www.google.com/maps/search/?api=1&query=%22CTM+MIRANDELA%22+t%C3%A9nis+de+mesa+Portugal
CTM OLIVEIRINHA,Portugal,https://www.google.com/maps/search/?api=1&query=%22CTM+OLIVEIRINHA%22+t%C3%A9nis+de+mesa+Portugal
CTM Ponta Sol,Portugal,https://www.google.com/maps/search/?api=1&query=%22CTM+Ponta+Sol%22+t%C3%A9nis+de+mesa+Portugal
CTM Santa Teresinha,Portugal,https://www.google.com/maps/search/?api=1&query=%22CTM+Santa+Teresinha%22+t%C3%A9nis+de+mesa+Portugal
CTM VILA REAL,Portugal,https://www.google.com/maps/search/?api=1&query=%22CTM+VILA+REAL%22+t%C3%A9nis+de+mesa+Portugal
Câmara Lisboa Clube,Portugal,https://www.google.com/maps/search/?api=1&query=%22C%C3%A2mara+Lisboa+Clube%22+t%C3%A9nis+de+mesa+Portugal
GC SANTO TIRSO,Portugal,https://www.google.com/maps/search/?api=1&query=%22GC+SANTO+TIRSO%22+t%C3%A9nis+de+mesa+Portugal
GC VALBOM,Portugal,https://www.google.com/maps/search/?api=1&query=%22GC+VALBOM%22+t%C3%A9nis+de+mesa+Portugal
GD Estreito,Portugal,https://www.google.com/maps/search/?api=1&query=%22GD+Estreito%22+t%C3%A9nis+de+mesa+Portugal
GD PIC NIC,Portugal,https://www.google.com/maps/search/?api=1&query=%22GD+PIC+NIC%22+t%C3%A9nis+de+mesa+Portugal
GD PIRESCOXE,Portugal,https://www.google.com/maps/search/?api=1&query=%22GD+PIRESCOXE%22+t%C3%A9nis+de+mesa+Portugal
GD SÃO CIBRÃO,Portugal,https://www.google.com/maps/search/?api=1&query=%22GD+S%C3%83O+CIBR%C3%83O%22+t%C3%A9nis+de+mesa+Portugal
GD TOLEDOS,Portugal,https://www.google.com/maps/search/?api=1&query=%22GD+TOLEDOS%22+t%C3%A9nis+de+mesa+Portugal
GDCAAA GUILHABREU,Portugal,https://www.google.com/maps/search/?api=1&query=%22GDCAAA+GUILHABREU%22+t%C3%A9nis+de+mesa+Portugal
GDCS DO JUNCAL,Portugal,https://www.google.com/maps/search/?api=1&query=%22GDCS+DO+JUNCAL%22+t%C3%A9nis+de+mesa+Portugal
GR ESTª BONFIM,Portugal,https://www.google.com/maps/search/?api=1&query=%22GR+EST%C2%AA+BONFIM%22+t%C3%A9nis+de+mesa+Portugal
IFC TORRENSE,Portugal,https://www.google.com/maps/search/?api=1&query=%22IFC+TORRENSE%22+t%C3%A9nis+de+mesa+Portugal
LFC LOUROSA,Portugal,https://www.google.com/maps/search/?api=1&query=%22LFC+LOUROSA%22+t%C3%A9nis+de+mesa+Portugal
MONTAMORA SC,Portugal,https://www.google.com/maps/search/?api=1&query=%22MONTAMORA+SC%22+t%C3%A9nis+de+mesa+Portugal
NCR VALONGO,Portugal,https://www.google.com/maps/search/?api=1&query=%22NCR+VALONGO%22+t%C3%A9nis+de+mesa+Portugal
OS UGAS A.D.C. EGA,Portugal,https://www.google.com/maps/search/?api=1&query=%22OS+UGAS+A.D.C.+EGA%22+t%C3%A9nis+de+mesa+Portugal
Real Cerveirense 1321 - AD,Portugal,https://www.google.com/maps/search/?api=1&query=%22Real+Cerveirense+1321+-+AD%22+t%C3%A9nis+de+mesa+Portugal
SBR.1º JANEIRO,Portugal,https://www.google.com/maps/search/?api=1&query=%22SBR.1%C2%BA+JANEIRO%22+t%C3%A9nis+de+mesa+Portugal
SC POVOENSE,Portugal,https://www.google.com/maps/search/?api=1&query=%22SC+POVOENSE%22+t%C3%A9nis+de+mesa+Portugal
SC TORRES,Portugal,https://www.google.com/maps/search/?api=1&query=%22SC+TORRES%22+t%C3%A9nis+de+mesa+Portugal
SL BENFICA,Portugal,https://www.google.com/maps/search/?api=1&query=%22SL+BENFICA%22+t%C3%A9nis+de+mesa+Portugal
SLU SERPENSE,Portugal,https://www.google.com/maps/search/?api=1&query=%22SLU+SERPENSE%22+t%C3%A9nis+de+mesa+Portugal
SPORTING CP,Portugal,https://www.google.com/maps/search/?api=1&query=%22SPORTING+CP%22+t%C3%A9nis+de+mesa+Portugal
Sporting CM,Portugal,https://www.google.com/maps/search/?api=1&query=%22Sporting+CM%22+t%C3%A9nis+de+mesa+Portugal
SÃO COSME TMC,Portugal,https://www.google.com/maps/search/?api=1&query=%22S%C3%83O+COSME+TMC%22+t%C3%A9nis+de+mesa+Portugal
U.SEBASTIANENSE FC,Portugal,https://www.google.com/maps/search/?api=1&query=%22U.SEBASTIANENSE+FC%22+t%C3%A9nis+de+mesa+Portugal
UDC  DE ARGIVAI,Portugal,https://www.google.com/maps/search/?api=1&query=%22UDC++DE+ARGIVAI%22+t%C3%A9nis+de+mesa+Portugal
VAGOS SC,Portugal,https://www.google.com/maps/search/?api=1&query=%22VAGOS+SC%22+t%C3%A9nis+de+mesa+Portugal
VFC,Portugal,https://www.google.com/maps/search/?api=1&query=%22VFC%22+t%C3%A9nis+de+mesa+Portugal
VSC,Portugal,https://www.google.com/maps/search/?api=1&query=%22VSC%22+t%C3%A9nis+de+mesa+Portugal
上海地产集团,Chine,https://www.google.com/maps/search/?api=1&query=%22%E4%B8%8A%E6%B5%B7%E5%9C%B0%E4%BA%A7%E9%9B%86%E5%9B%A2%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
上海沿浦,Chine,https://www.google.com/maps/search/?api=1&query=%22%E4%B8%8A%E6%B5%B7%E6%B2%BF%E6%B5%A6%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
上海龙腾,Chine,https://www.google.com/maps/search/?api=1&query=%22%E4%B8%8A%E6%B5%B7%E9%BE%99%E8%85%BE%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
临沂新星,Chine,https://www.google.com/maps/search/?api=1&query=%22%E4%B8%B4%E6%B2%82%E6%96%B0%E6%98%9F%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
北京市先农坛,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%8C%97%E4%BA%AC%E5%B8%82%E5%85%88%E5%86%9C%E5%9D%9B%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
华东理工大学,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%8D%8E%E4%B8%9C%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
南京东大智能米粒一队,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%8D%97%E4%BA%AC%E4%B8%9C%E5%A4%A7%E6%99%BA%E8%83%BD%E7%B1%B3%E7%B2%92%E4%B8%80%E9%98%9F%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
南京体育学院,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%8D%97%E4%BA%AC%E4%BD%93%E8%82%B2%E5%AD%A6%E9%99%A2%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
四川丰谷,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%9B%9B%E5%B7%9D%E4%B8%B0%E8%B0%B7%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
四川红树林,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%9B%9B%E5%B7%9D%E7%BA%A2%E6%A0%91%E6%9E%97%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
四川银行,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%9B%9B%E5%B7%9D%E9%93%B6%E8%A1%8C%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
大乒协华东理工,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%A4%A7%E4%B9%92%E5%8D%8F%E5%8D%8E%E4%B8%9C%E7%90%86%E5%B7%A5%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
天津女队,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%A4%A9%E6%B4%A5%E5%A5%B3%E9%98%9F%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
安徽中程·奕鹏,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%AE%89%E5%BE%BD%E4%B8%AD%E7%A8%8B%C2%B7%E5%A5%95%E9%B9%8F%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
安徽中程一队,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%AE%89%E5%BE%BD%E4%B8%AD%E7%A8%8B%E4%B8%80%E9%98%9F%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
安徽中程二队,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%AE%89%E5%BE%BD%E4%B8%AD%E7%A8%8B%E4%BA%8C%E9%98%9F%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
安徽中程单招基地,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%AE%89%E5%BE%BD%E4%B8%AD%E7%A8%8B%E5%8D%95%E6%8B%9B%E5%9F%BA%E5%9C%B0%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
山东胜利东胜,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%B1%B1%E4%B8%9C%E8%83%9C%E5%88%A9%E4%B8%9C%E8%83%9C%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
山东至晟体育,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%B1%B1%E4%B8%9C%E8%87%B3%E6%99%9F%E4%BD%93%E8%82%B2%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
山东魏桥·向尚运动,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%B1%B1%E4%B8%9C%E9%AD%8F%E6%A1%A5%C2%B7%E5%90%91%E5%B0%9A%E8%BF%90%E5%8A%A8%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
山东鲁能,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%B1%B1%E4%B8%9C%E9%B2%81%E8%83%BD%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
山西队,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%B1%B1%E8%A5%BF%E9%98%9F%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
广东二沙深圳大学,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%B9%BF%E4%B8%9C%E4%BA%8C%E6%B2%99%E6%B7%B1%E5%9C%B3%E5%A4%A7%E5%AD%A6%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
广东二沙深圳大学一队,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%B9%BF%E4%B8%9C%E4%BA%8C%E6%B2%99%E6%B7%B1%E5%9C%B3%E5%A4%A7%E5%AD%A6%E4%B8%80%E9%98%9F%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
广东陈静俱乐部,Chine,https://www.google.com/maps/search/?api=1&query=%22%E5%B9%BF%E4%B8%9C%E9%99%88%E9%9D%99%E4%BF%B1%E4%B9%90%E9%83%A8%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
成都香投,Chine,https://www.google.com/maps/search/?api=1&query=%22%E6%88%90%E9%83%BD%E9%A6%99%E6%8A%95%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
成都高新若水居,Chine,https://www.google.com/maps/search/?api=1&query=%22%E6%88%90%E9%83%BD%E9%AB%98%E6%96%B0%E8%8B%A5%E6%B0%B4%E5%B1%85%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
武汉经开港,Chine,https://www.google.com/maps/search/?api=1&query=%22%E6%AD%A6%E6%B1%89%E7%BB%8F%E5%BC%80%E6%B8%AF%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
汕头明润,Chine,https://www.google.com/maps/search/?api=1&query=%22%E6%B1%95%E5%A4%B4%E6%98%8E%E6%B6%A6%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
江苏中超电缆·迎福台,Chine,https://www.google.com/maps/search/?api=1&query=%22%E6%B1%9F%E8%8B%8F%E4%B8%AD%E8%B6%85%E7%94%B5%E7%BC%86%C2%B7%E8%BF%8E%E7%A6%8F%E5%8F%B0%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
河南队,Chine,https://www.google.com/maps/search/?api=1&query=%22%E6%B2%B3%E5%8D%97%E9%98%9F%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
泰州睿杰超峰,Chine,https://www.google.com/maps/search/?api=1&query=%22%E6%B3%B0%E5%B7%9E%E7%9D%BF%E6%9D%B0%E8%B6%85%E5%B3%B0%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
济南乐搏,Chine,https://www.google.com/maps/search/?api=1&query=%22%E6%B5%8E%E5%8D%97%E4%B9%90%E6%90%8F%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
浙江竞体,Chine,https://www.google.com/maps/search/?api=1&query=%22%E6%B5%99%E6%B1%9F%E7%AB%9E%E4%BD%93%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
深圳大学,Chine,https://www.google.com/maps/search/?api=1&query=%22%E6%B7%B1%E5%9C%B3%E5%A4%A7%E5%AD%A6%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
深圳大学·暨南·深圳移动,Chine,https://www.google.com/maps/search/?api=1&query=%22%E6%B7%B1%E5%9C%B3%E5%A4%A7%E5%AD%A6%C2%B7%E6%9A%A8%E5%8D%97%C2%B7%E6%B7%B1%E5%9C%B3%E7%A7%BB%E5%8A%A8%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
湖北乒协一队,Chine,https://www.google.com/maps/search/?api=1&query=%22%E6%B9%96%E5%8C%97%E4%B9%92%E5%8D%8F%E4%B8%80%E9%98%9F%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
瑞昌市体总,Chine,https://www.google.com/maps/search/?api=1&query=%22%E7%91%9E%E6%98%8C%E5%B8%82%E4%BD%93%E6%80%BB%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
福建安井,Chine,https://www.google.com/maps/search/?api=1&query=%22%E7%A6%8F%E5%BB%BA%E5%AE%89%E4%BA%95%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
耐普股份,Chine,https://www.google.com/maps/search/?api=1&query=%22%E8%80%90%E6%99%AE%E8%82%A1%E4%BB%BD%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
西安刘楠一队,Chine,https://www.google.com/maps/search/?api=1&query=%22%E8%A5%BF%E5%AE%89%E5%88%98%E6%A5%A0%E4%B8%80%E9%98%9F%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
西安刘楠二队,Chine,https://www.google.com/maps/search/?api=1&query=%22%E8%A5%BF%E5%AE%89%E5%88%98%E6%A5%A0%E4%BA%8C%E9%98%9F%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
辽宁队,Chine,https://www.google.com/maps/search/?api=1&query=%22%E8%BE%BD%E5%AE%81%E9%98%9F%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
重庆南开融侨中学,Chine,https://www.google.com/maps/search/?api=1&query=%22%E9%87%8D%E5%BA%86%E5%8D%97%E5%BC%80%E8%9E%8D%E4%BE%A8%E4%B8%AD%E5%AD%A6%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
重庆成现中滨,Chine,https://www.google.com/maps/search/?api=1&query=%22%E9%87%8D%E5%BA%86%E6%88%90%E7%8E%B0%E4%B8%AD%E6%BB%A8%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
重庆成现体育,Chine,https://www.google.com/maps/search/?api=1&query=%22%E9%87%8D%E5%BA%86%E6%88%90%E7%8E%B0%E4%BD%93%E8%82%B2%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
陕西三八妇乐,Chine,https://www.google.com/maps/search/?api=1&query=%22%E9%99%95%E8%A5%BF%E4%B8%89%E5%85%AB%E5%A6%87%E4%B9%90%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
黄石基地·华新,Chine,https://www.google.com/maps/search/?api=1&query=%22%E9%BB%84%E7%9F%B3%E5%9F%BA%E5%9C%B0%C2%B7%E5%8D%8E%E6%96%B0%22+%E4%B9%92%E4%B9%93%E7%90%83+%E4%B8%AD%E5%9B%BD
Atlanta Blazers,USA,https://www.google.com/maps/search/?api=1&query=%22Atlanta+Blazers%22+table+tennis+club+USA
Bay Area Blasters,USA,https://www.google.com/maps/search/?api=1&query=%22Bay+Area+Blasters%22+table+tennis+club+USA
Carolina Gold Rush,USA,https://www.google.com/maps/search/?api=1&query=%22Carolina+Gold+Rush%22+table+tennis+club+USA
Chicago Wind,USA,https://www.google.com/maps/search/?api=1&query=%22Chicago+Wind%22+table+tennis+club+USA
Florida Crocs,USA,https://www.google.com/maps/search/?api=1&query=%22Florida+Crocs%22+table+tennis+club+USA
Los Angeles Spinners,USA,https://www.google.com/maps/search/?api=1&query=%22Los+Angeles+Spinners%22+table+tennis+club+USA
New York Slice,USA,https://www.google.com/maps/search/?api=1&query=%22New+York+Slice%22+table+tennis+club+USA
Portland Paddlers,USA,https://www.google.com/maps/search/?api=1&query=%22Portland+Paddlers%22+table+tennis+club+USA
Princeton Revolution,USA,https://www.google.com/maps/search/?api=1&query=%22Princeton+Revolution%22+table+tennis+club+USA
Texas Smash,USA,https://www.google.com/maps/search/?api=1&query=%22Texas+Smash%22+table+tennis+club+USA
USA National Team (USATT),USA,https://www.google.com/maps/search/?api=1&query=%22USA+National+Team+%28USATT%29%22+table+tennis+club+USA
1. FC Köln 01/07 e.V.,Allemagne,https://www.google.com/maps/search/?api=1&query=%221.+FC+K%C3%B6ln+01%2F07+e.V.%22+Tischtennis+Verein+Deutschland
1. FC Saarbrücken-TT,Allemagne,https://www.google.com/maps/search/?api=1&query=%221.+FC+Saarbr%C3%BCcken-TT%22+Tischtennis+Verein+Deutschland
1. FSV Mainz 05 e. V.,Allemagne,https://www.google.com/maps/search/?api=1&query=%221.+FSV+Mainz+05+e.+V.%22+Tischtennis+Verein+Deutschland
ASC Grünwettersbach,Allemagne,https://www.google.com/maps/search/?api=1&query=%22ASC+Gr%C3%BCnwettersbach%22+Tischtennis+Verein+Deutschland
Austria,Allemagne,https://www.google.com/maps/search/?api=1&query=%22Austria%22+Tischtennis+Verein+Deutschland
BV Borussia 09 Dortmund,Allemagne,https://www.google.com/maps/search/?api=1&query=%22BV+Borussia+09+Dortmund%22+Tischtennis+Verein+Deutschland
Borussia Düsseldorf,Allemagne,https://www.google.com/maps/search/?api=1&query=%22Borussia+D%C3%BCsseldorf%22+Tischtennis+Verein+Deutschland
DJK Blau-Weiß Avenwedde,Allemagne,https://www.google.com/maps/search/?api=1&query=%22DJK+Blau-Wei%C3%9F+Avenwedde%22+Tischtennis+Verein+Deutschland
DJK Ellwangen,Allemagne,https://www.google.com/maps/search/?api=1&query=%22DJK+Ellwangen%22+Tischtennis+Verein+Deutschland
DJK Franz-Sales-Haus Essen,Allemagne,https://www.google.com/maps/search/?api=1&query=%22DJK+Franz-Sales-Haus+Essen%22+Tischtennis+Verein+Deutschland
DJK Germania Lenkerbeck,Allemagne,https://www.google.com/maps/search/?api=1&query=%22DJK+Germania+Lenkerbeck%22+Tischtennis+Verein+Deutschland
DJK Offenburg,Allemagne,https://www.google.com/maps/search/?api=1&query=%22DJK+Offenburg%22+Tischtennis+Verein+Deutschland
DJK SpVgg Effeltrich,Allemagne,https://www.google.com/maps/search/?api=1&query=%22DJK+SpVgg+Effeltrich%22+Tischtennis+Verein+Deutschland
DJK Sportbund Stuttgart,Allemagne,https://www.google.com/maps/search/?api=1&query=%22DJK+Sportbund+Stuttgart%22+Tischtennis+Verein+Deutschland
DJK TTV Biederitz,Allemagne,https://www.google.com/maps/search/?api=1&query=%22DJK+TTV+Biederitz%22+Tischtennis+Verein+Deutschland
ESV Weil,Allemagne,https://www.google.com/maps/search/?api=1&query=%22ESV+Weil%22+Tischtennis+Verein+Deutschland
Eintracht Frankfurt,Allemagne,https://www.google.com/maps/search/?api=1&query=%22Eintracht+Frankfurt%22+Tischtennis+Verein+Deutschland
Essener Tischtennis-Verein 23,Allemagne,https://www.google.com/maps/search/?api=1&query=%22Essener+Tischtennis-Verein+23%22+Tischtennis+Verein+Deutschland
FC Bayern München e.V.,Allemagne,https://www.google.com/maps/search/?api=1&query=%22FC+Bayern+M%C3%BCnchen+e.V.%22+Tischtennis+Verein+Deutschland
FT V. 1844 Freiburg,Allemagne,https://www.google.com/maps/search/?api=1&query=%22FT+V.+1844+Freiburg%22+Tischtennis+Verein+Deutschland
France,Allemagne,https://www.google.com/maps/search/?api=1&query=%22France%22+Tischtennis+Verein+Deutschland
Füchse Berlin Reinickendorf,Allemagne,https://www.google.com/maps/search/?api=1&query=%22F%C3%BCchse+Berlin+Reinickendorf%22+Tischtennis+Verein+Deutschland
Germany,Allemagne,https://www.google.com/maps/search/?api=1&query=%22Germany%22+Tischtennis+Verein+Deutschland
Gießener SV,Allemagne,https://www.google.com/maps/search/?api=1&query=%22Gie%C3%9Fener+SV%22+Tischtennis+Verein+Deutschland
Hannover 96,Allemagne,https://www.google.com/maps/search/?api=1&query=%22Hannover+96%22+Tischtennis+Verein+Deutschland
Hundsmühler TV,Allemagne,https://www.google.com/maps/search/?api=1&query=%22Hundsm%C3%BChler+TV%22+Tischtennis+Verein+Deutschland
Köpenicker SV-Ajax,Allemagne,https://www.google.com/maps/search/?api=1&query=%22K%C3%B6penicker+SV-Ajax%22+Tischtennis+Verein+Deutschland
MSV Hettstedt,Allemagne,https://www.google.com/maps/search/?api=1&query=%22MSV+Hettstedt%22+Tischtennis+Verein+Deutschland
MTV 1881 Ingolstadt,Allemagne,https://www.google.com/maps/search/?api=1&query=%22MTV+1881+Ingolstadt%22+Tischtennis+Verein+Deutschland
MTV Eintracht Bledeln,Allemagne,https://www.google.com/maps/search/?api=1&query=%22MTV+Eintracht+Bledeln%22+Tischtennis+Verein+Deutschland
MTV Jever,Allemagne,https://www.google.com/maps/search/?api=1&query=%22MTV+Jever%22+Tischtennis+Verein+Deutschland
Mettmann-Sport e.V.,Allemagne,https://www.google.com/maps/search/?api=1&query=%22Mettmann-Sport+e.V.%22+Tischtennis+Verein+Deutschland
Oberalster VfW,Allemagne,https://www.google.com/maps/search/?api=1&query=%22Oberalster+VfW%22+Tischtennis+Verein+Deutschland
Oldenburger TB,Allemagne,https://www.google.com/maps/search/?api=1&query=%22Oldenburger+TB%22+Tischtennis+Verein+Deutschland
PSV Oberhausen,Allemagne,https://www.google.com/maps/search/?api=1&query=%22PSV+Oberhausen%22+Tischtennis+Verein+Deutschland
Poland,Allemagne,https://www.google.com/maps/search/?api=1&query=%22Poland%22+Tischtennis+Verein+Deutschland
Post SV Gütersloh,Allemagne,https://www.google.com/maps/search/?api=1&query=%22Post+SV+G%C3%BCtersloh%22+Tischtennis+Verein+Deutschland
Post SV Mühlhausen 1951 e.V.,Allemagne,https://www.google.com/maps/search/?api=1&query=%22Post+SV+M%C3%BChlhausen+1951+e.V.%22+Tischtennis+Verein+Deutschland
Post SV Zeulenroda,Allemagne,https://www.google.com/maps/search/?api=1&query=%22Post+SV+Zeulenroda%22+Tischtennis+Verein+Deutschland
RSV 1921 Klein-Winternheim e. V.,Allemagne,https://www.google.com/maps/search/?api=1&query=%22RSV+1921+Klein-Winternheim+e.+V.%22+Tischtennis+Verein+Deutschland
SB Versbach,Allemagne,https://www.google.com/maps/search/?api=1&query=%22SB+Versbach%22+Tischtennis+Verein+Deutschland
SC Arminia Ochtrup,Allemagne,https://www.google.com/maps/search/?api=1&query=%22SC+Arminia+Ochtrup%22+Tischtennis+Verein+Deutschland
SC Marklohe,Allemagne,https://www.google.com/maps/search/?api=1&query=%22SC+Marklohe%22+Tischtennis+Verein+Deutschland
SC Poppenbüttel,Allemagne,https://www.google.com/maps/search/?api=1&query=%22SC+Poppenb%C3%BCttel%22+Tischtennis+Verein+Deutschland
SC Staig,Allemagne,https://www.google.com/maps/search/?api=1&query=%22SC+Staig%22+Tischtennis+Verein+Deutschland
SC Union Lüdinghausen,Allemagne,https://www.google.com/maps/search/?api=1&query=%22SC+Union+L%C3%BCdinghausen%22+Tischtennis+Verein+Deutschland
SCW Göttingen,Allemagne,https://www.google.com/maps/search/?api=1&query=%22SCW+G%C3%B6ttingen%22+Tischtennis+Verein+Deutschland
SG 1910 Marbach,Allemagne,https://www.google.com/maps/search/?api=1&query=%22SG+1910+Marbach%22+Tischtennis+Verein+Deutschland
SSV Neuhaus,Allemagne,https://www.google.com/maps/search/?api=1&query=%22SSV+Neuhaus%22+Tischtennis+Verein+Deutschland
SV Al. 1907 Königstädten,Allemagne,https://www.google.com/maps/search/?api=1&query=%22SV+Al.+1907+K%C3%B6nigst%C3%A4dten%22+Tischtennis+Verein+Deutschland
SV Berliner Brauereien,Allemagne,https://www.google.com/maps/search/?api=1&query=%22SV+Berliner+Brauereien%22+Tischtennis+Verein+Deutschland
SV Böblingen,Allemagne,https://www.google.com/maps/search/?api=1&query=%22SV+B%C3%B6blingen%22+Tischtennis+Verein+Deutschland
SV DJK Eggolsheim,Allemagne,https://www.google.com/maps/search/?api=1&query=%22SV+DJK+Eggolsheim%22+Tischtennis+Verein+Deutschland
SV DJK Holzbüttgen,Allemagne,https://www.google.com/maps/search/?api=1&query=%22SV+DJK+Holzb%C3%BCttgen%22+Tischtennis+Verein+Deutschland
SV DJK Kolbermoor,Allemagne,https://www.google.com/maps/search/?api=1&query=%22SV+DJK+Kolbermoor%22+Tischtennis+Verein+Deutschland
